id	label	model
105543	Profane	cascade_cv(banglabert->banglabert)
699006	None	cascade_cv(banglabert->banglabert)
701268	None	cascade_cv(banglabert->banglabert)
742298	Abusive	cascade_cv(banglabert->banglabert)
643737	Abusive	cascade_cv(banglabert->banglabert)
689092	None	cascade_cv(banglabert->banglabert)
563553	Abusive	cascade_cv(banglabert->banglabert)
662932	None	cascade_cv(banglabert->banglabert)
473263	Profane	cascade_cv(banglabert->banglabert)
422168	None	cascade_cv(banglabert->banglabert)
862941	Abusive	cascade_cv(banglabert->banglabert)
342937	Profane	cascade_cv(banglabert->banglabert)
178372	Abusive	cascade_cv(banglabert->banglabert)
916768	None	cascade_cv(banglabert->banglabert)
215239	Political Hate	cascade_cv(banglabert->banglabert)
763206	Abusive	cascade_cv(banglabert->banglabert)
666182	None	cascade_cv(banglabert->banglabert)
503048	Political Hate	cascade_cv(banglabert->banglabert)
519953	Abusive	cascade_cv(banglabert->banglabert)
679666	None	cascade_cv(banglabert->banglabert)
237037	None	cascade_cv(banglabert->banglabert)
561654	None	cascade_cv(banglabert->banglabert)
335959	None	cascade_cv(banglabert->banglabert)
672138	None	cascade_cv(banglabert->banglabert)
705318	None	cascade_cv(banglabert->banglabert)
251010	Political Hate	cascade_cv(banglabert->banglabert)
50757	None	cascade_cv(banglabert->banglabert)
708711	Profane	cascade_cv(banglabert->banglabert)
379033	None	cascade_cv(banglabert->banglabert)
356889	None	cascade_cv(banglabert->banglabert)
380864	Abusive	cascade_cv(banglabert->banglabert)
357388	None	cascade_cv(banglabert->banglabert)
237264	Abusive	cascade_cv(banglabert->banglabert)
785645	None	cascade_cv(banglabert->banglabert)
10221	None	cascade_cv(banglabert->banglabert)
51427	None	cascade_cv(banglabert->banglabert)
327009	None	cascade_cv(banglabert->banglabert)
72638	None	cascade_cv(banglabert->banglabert)
454694	Abusive	cascade_cv(banglabert->banglabert)
531585	None	cascade_cv(banglabert->banglabert)
905729	None	cascade_cv(banglabert->banglabert)
826344	None	cascade_cv(banglabert->banglabert)
622615	Political Hate	cascade_cv(banglabert->banglabert)
341026	Abusive	cascade_cv(banglabert->banglabert)
756812	None	cascade_cv(banglabert->banglabert)
446998	None	cascade_cv(banglabert->banglabert)
507755	Abusive	cascade_cv(banglabert->banglabert)
252185	None	cascade_cv(banglabert->banglabert)
677872	Political Hate	cascade_cv(banglabert->banglabert)
573406	None	cascade_cv(banglabert->banglabert)
708512	None	cascade_cv(banglabert->banglabert)
35865	Political Hate	cascade_cv(banglabert->banglabert)
521314	None	cascade_cv(banglabert->banglabert)
629720	None	cascade_cv(banglabert->banglabert)
579590	None	cascade_cv(banglabert->banglabert)
420676	None	cascade_cv(banglabert->banglabert)
888468	Profane	cascade_cv(banglabert->banglabert)
507098	None	cascade_cv(banglabert->banglabert)
33791	None	cascade_cv(banglabert->banglabert)
628771	Abusive	cascade_cv(banglabert->banglabert)
197579	Political Hate	cascade_cv(banglabert->banglabert)
228413	None	cascade_cv(banglabert->banglabert)
607208	None	cascade_cv(banglabert->banglabert)
482851	Abusive	cascade_cv(banglabert->banglabert)
641065	None	cascade_cv(banglabert->banglabert)
154089	None	cascade_cv(banglabert->banglabert)
21246	None	cascade_cv(banglabert->banglabert)
99970	None	cascade_cv(banglabert->banglabert)
243706	Political Hate	cascade_cv(banglabert->banglabert)
366232	None	cascade_cv(banglabert->banglabert)
799431	Abusive	cascade_cv(banglabert->banglabert)
151836	Profane	cascade_cv(banglabert->banglabert)
384383	None	cascade_cv(banglabert->banglabert)
430350	Abusive	cascade_cv(banglabert->banglabert)
321512	None	cascade_cv(banglabert->banglabert)
791877	None	cascade_cv(banglabert->banglabert)
369126	Religious Hate	cascade_cv(banglabert->banglabert)
769210	None	cascade_cv(banglabert->banglabert)
389866	None	cascade_cv(banglabert->banglabert)
124392	None	cascade_cv(banglabert->banglabert)
111565	Abusive	cascade_cv(banglabert->banglabert)
87928	Political Hate	cascade_cv(banglabert->banglabert)
507897	Abusive	cascade_cv(banglabert->banglabert)
284276	Abusive	cascade_cv(banglabert->banglabert)
211557	None	cascade_cv(banglabert->banglabert)
407528	Abusive	cascade_cv(banglabert->banglabert)
656024	None	cascade_cv(banglabert->banglabert)
163256	None	cascade_cv(banglabert->banglabert)
701482	None	cascade_cv(banglabert->banglabert)
28613	Political Hate	cascade_cv(banglabert->banglabert)
393451	None	cascade_cv(banglabert->banglabert)
130986	None	cascade_cv(banglabert->banglabert)
47847	None	cascade_cv(banglabert->banglabert)
474831	Religious Hate	cascade_cv(banglabert->banglabert)
262358	Abusive	cascade_cv(banglabert->banglabert)
809182	None	cascade_cv(banglabert->banglabert)
912597	None	cascade_cv(banglabert->banglabert)
491193	None	cascade_cv(banglabert->banglabert)
605569	None	cascade_cv(banglabert->banglabert)
380424	None	cascade_cv(banglabert->banglabert)
603456	Abusive	cascade_cv(banglabert->banglabert)
107100	Political Hate	cascade_cv(banglabert->banglabert)
626831	None	cascade_cv(banglabert->banglabert)
447213	None	cascade_cv(banglabert->banglabert)
697862	None	cascade_cv(banglabert->banglabert)
91497	Political Hate	cascade_cv(banglabert->banglabert)
652526	None	cascade_cv(banglabert->banglabert)
24792	None	cascade_cv(banglabert->banglabert)
571083	Abusive	cascade_cv(banglabert->banglabert)
890268	Abusive	cascade_cv(banglabert->banglabert)
5297	None	cascade_cv(banglabert->banglabert)
920594	Profane	cascade_cv(banglabert->banglabert)
172944	Political Hate	cascade_cv(banglabert->banglabert)
624079	None	cascade_cv(banglabert->banglabert)
770329	None	cascade_cv(banglabert->banglabert)
692607	Abusive	cascade_cv(banglabert->banglabert)
3052	None	cascade_cv(banglabert->banglabert)
844455	Abusive	cascade_cv(banglabert->banglabert)
814896	Profane	cascade_cv(banglabert->banglabert)
110591	Political Hate	cascade_cv(banglabert->banglabert)
180575	None	cascade_cv(banglabert->banglabert)
254322	None	cascade_cv(banglabert->banglabert)
574720	None	cascade_cv(banglabert->banglabert)
622377	None	cascade_cv(banglabert->banglabert)
623083	Political Hate	cascade_cv(banglabert->banglabert)
668718	Abusive	cascade_cv(banglabert->banglabert)
633172	None	cascade_cv(banglabert->banglabert)
6790	None	cascade_cv(banglabert->banglabert)
850984	Political Hate	cascade_cv(banglabert->banglabert)
500524	Political Hate	cascade_cv(banglabert->banglabert)
581344	None	cascade_cv(banglabert->banglabert)
654769	None	cascade_cv(banglabert->banglabert)
706547	None	cascade_cv(banglabert->banglabert)
603782	None	cascade_cv(banglabert->banglabert)
302171	None	cascade_cv(banglabert->banglabert)
744717	None	cascade_cv(banglabert->banglabert)
512972	None	cascade_cv(banglabert->banglabert)
781353	None	cascade_cv(banglabert->banglabert)
384814	None	cascade_cv(banglabert->banglabert)
15032	None	cascade_cv(banglabert->banglabert)
251425	Abusive	cascade_cv(banglabert->banglabert)
813466	None	cascade_cv(banglabert->banglabert)
675844	None	cascade_cv(banglabert->banglabert)
2583	None	cascade_cv(banglabert->banglabert)
659227	None	cascade_cv(banglabert->banglabert)
169886	None	cascade_cv(banglabert->banglabert)
381979	None	cascade_cv(banglabert->banglabert)
299641	Abusive	cascade_cv(banglabert->banglabert)
704171	None	cascade_cv(banglabert->banglabert)
618279	Abusive	cascade_cv(banglabert->banglabert)
641060	Abusive	cascade_cv(banglabert->banglabert)
562096	None	cascade_cv(banglabert->banglabert)
318122	Profane	cascade_cv(banglabert->banglabert)
451639	None	cascade_cv(banglabert->banglabert)
653504	None	cascade_cv(banglabert->banglabert)
144836	Abusive	cascade_cv(banglabert->banglabert)
426811	Abusive	cascade_cv(banglabert->banglabert)
399359	None	cascade_cv(banglabert->banglabert)
610564	Political Hate	cascade_cv(banglabert->banglabert)
246780	None	cascade_cv(banglabert->banglabert)
838887	None	cascade_cv(banglabert->banglabert)
144994	None	cascade_cv(banglabert->banglabert)
854277	None	cascade_cv(banglabert->banglabert)
865313	None	cascade_cv(banglabert->banglabert)
578428	None	cascade_cv(banglabert->banglabert)
187917	None	cascade_cv(banglabert->banglabert)
348388	Political Hate	cascade_cv(banglabert->banglabert)
741123	None	cascade_cv(banglabert->banglabert)
634544	None	cascade_cv(banglabert->banglabert)
778366	Abusive	cascade_cv(banglabert->banglabert)
441000	None	cascade_cv(banglabert->banglabert)
377994	None	cascade_cv(banglabert->banglabert)
362805	None	cascade_cv(banglabert->banglabert)
12475	None	cascade_cv(banglabert->banglabert)
460383	Abusive	cascade_cv(banglabert->banglabert)
870913	Abusive	cascade_cv(banglabert->banglabert)
2715	None	cascade_cv(banglabert->banglabert)
921356	None	cascade_cv(banglabert->banglabert)
196647	Political Hate	cascade_cv(banglabert->banglabert)
824151	None	cascade_cv(banglabert->banglabert)
382540	Abusive	cascade_cv(banglabert->banglabert)
1087	None	cascade_cv(banglabert->banglabert)
380610	None	cascade_cv(banglabert->banglabert)
416517	None	cascade_cv(banglabert->banglabert)
456028	Profane	cascade_cv(banglabert->banglabert)
431471	None	cascade_cv(banglabert->banglabert)
453235	Political Hate	cascade_cv(banglabert->banglabert)
927587	None	cascade_cv(banglabert->banglabert)
422259	None	cascade_cv(banglabert->banglabert)
896697	None	cascade_cv(banglabert->banglabert)
42562	None	cascade_cv(banglabert->banglabert)
197313	Political Hate	cascade_cv(banglabert->banglabert)
690302	Abusive	cascade_cv(banglabert->banglabert)
925174	None	cascade_cv(banglabert->banglabert)
535584	Abusive	cascade_cv(banglabert->banglabert)
931365	Abusive	cascade_cv(banglabert->banglabert)
227393	Abusive	cascade_cv(banglabert->banglabert)
329379	None	cascade_cv(banglabert->banglabert)
56445	None	cascade_cv(banglabert->banglabert)
546158	Political Hate	cascade_cv(banglabert->banglabert)
258725	None	cascade_cv(banglabert->banglabert)
175825	None	cascade_cv(banglabert->banglabert)
937532	None	cascade_cv(banglabert->banglabert)
833099	None	cascade_cv(banglabert->banglabert)
321436	None	cascade_cv(banglabert->banglabert)
755018	None	cascade_cv(banglabert->banglabert)
798262	Political Hate	cascade_cv(banglabert->banglabert)
866278	None	cascade_cv(banglabert->banglabert)
210321	Political Hate	cascade_cv(banglabert->banglabert)
363164	None	cascade_cv(banglabert->banglabert)
370542	None	cascade_cv(banglabert->banglabert)
132703	None	cascade_cv(banglabert->banglabert)
601946	Abusive	cascade_cv(banglabert->banglabert)
897150	None	cascade_cv(banglabert->banglabert)
256376	None	cascade_cv(banglabert->banglabert)
240015	None	cascade_cv(banglabert->banglabert)
259547	Abusive	cascade_cv(banglabert->banglabert)
67131	None	cascade_cv(banglabert->banglabert)
923885	Abusive	cascade_cv(banglabert->banglabert)
226135	Abusive	cascade_cv(banglabert->banglabert)
662300	None	cascade_cv(banglabert->banglabert)
677456	Political Hate	cascade_cv(banglabert->banglabert)
485008	Abusive	cascade_cv(banglabert->banglabert)
529942	Profane	cascade_cv(banglabert->banglabert)
914346	None	cascade_cv(banglabert->banglabert)
298173	Political Hate	cascade_cv(banglabert->banglabert)
446809	None	cascade_cv(banglabert->banglabert)
671424	Abusive	cascade_cv(banglabert->banglabert)
793955	Political Hate	cascade_cv(banglabert->banglabert)
157776	Abusive	cascade_cv(banglabert->banglabert)
283469	None	cascade_cv(banglabert->banglabert)
206317	None	cascade_cv(banglabert->banglabert)
33066	None	cascade_cv(banglabert->banglabert)
36214	Political Hate	cascade_cv(banglabert->banglabert)
683112	None	cascade_cv(banglabert->banglabert)
831416	Abusive	cascade_cv(banglabert->banglabert)
473865	None	cascade_cv(banglabert->banglabert)
783655	Political Hate	cascade_cv(banglabert->banglabert)
344565	None	cascade_cv(banglabert->banglabert)
240377	None	cascade_cv(banglabert->banglabert)
205517	None	cascade_cv(banglabert->banglabert)
624990	None	cascade_cv(banglabert->banglabert)
114646	Profane	cascade_cv(banglabert->banglabert)
860260	Political Hate	cascade_cv(banglabert->banglabert)
321233	None	cascade_cv(banglabert->banglabert)
287639	Political Hate	cascade_cv(banglabert->banglabert)
698525	None	cascade_cv(banglabert->banglabert)
640865	None	cascade_cv(banglabert->banglabert)
493551	None	cascade_cv(banglabert->banglabert)
329369	None	cascade_cv(banglabert->banglabert)
687000	Profane	cascade_cv(banglabert->banglabert)
938515	None	cascade_cv(banglabert->banglabert)
71327	Abusive	cascade_cv(banglabert->banglabert)
82872	Abusive	cascade_cv(banglabert->banglabert)
564549	None	cascade_cv(banglabert->banglabert)
93050	Abusive	cascade_cv(banglabert->banglabert)
684599	None	cascade_cv(banglabert->banglabert)
923214	None	cascade_cv(banglabert->banglabert)
712666	None	cascade_cv(banglabert->banglabert)
516447	None	cascade_cv(banglabert->banglabert)
789503	None	cascade_cv(banglabert->banglabert)
126197	Abusive	cascade_cv(banglabert->banglabert)
83510	None	cascade_cv(banglabert->banglabert)
693378	None	cascade_cv(banglabert->banglabert)
766830	Abusive	cascade_cv(banglabert->banglabert)
917369	Abusive	cascade_cv(banglabert->banglabert)
140689	Profane	cascade_cv(banglabert->banglabert)
828319	None	cascade_cv(banglabert->banglabert)
441784	Abusive	cascade_cv(banglabert->banglabert)
584069	Abusive	cascade_cv(banglabert->banglabert)
595722	None	cascade_cv(banglabert->banglabert)
587975	Abusive	cascade_cv(banglabert->banglabert)
737847	None	cascade_cv(banglabert->banglabert)
355260	None	cascade_cv(banglabert->banglabert)
208807	None	cascade_cv(banglabert->banglabert)
698527	None	cascade_cv(banglabert->banglabert)
342704	None	cascade_cv(banglabert->banglabert)
281083	None	cascade_cv(banglabert->banglabert)
594110	Political Hate	cascade_cv(banglabert->banglabert)
208175	Political Hate	cascade_cv(banglabert->banglabert)
536181	Abusive	cascade_cv(banglabert->banglabert)
562508	None	cascade_cv(banglabert->banglabert)
844368	Political Hate	cascade_cv(banglabert->banglabert)
355570	Abusive	cascade_cv(banglabert->banglabert)
576652	None	cascade_cv(banglabert->banglabert)
230254	Political Hate	cascade_cv(banglabert->banglabert)
396913	None	cascade_cv(banglabert->banglabert)
160607	None	cascade_cv(banglabert->banglabert)
775615	None	cascade_cv(banglabert->banglabert)
634523	Political Hate	cascade_cv(banglabert->banglabert)
313291	Abusive	cascade_cv(banglabert->banglabert)
631046	Abusive	cascade_cv(banglabert->banglabert)
550426	Political Hate	cascade_cv(banglabert->banglabert)
807498	None	cascade_cv(banglabert->banglabert)
388081	None	cascade_cv(banglabert->banglabert)
532701	None	cascade_cv(banglabert->banglabert)
506934	None	cascade_cv(banglabert->banglabert)
322440	None	cascade_cv(banglabert->banglabert)
507780	None	cascade_cv(banglabert->banglabert)
133106	None	cascade_cv(banglabert->banglabert)
584019	Political Hate	cascade_cv(banglabert->banglabert)
474793	Political Hate	cascade_cv(banglabert->banglabert)
890928	None	cascade_cv(banglabert->banglabert)
888703	None	cascade_cv(banglabert->banglabert)
391227	None	cascade_cv(banglabert->banglabert)
511127	None	cascade_cv(banglabert->banglabert)
507374	Abusive	cascade_cv(banglabert->banglabert)
680347	None	cascade_cv(banglabert->banglabert)
63627	None	cascade_cv(banglabert->banglabert)
903197	Abusive	cascade_cv(banglabert->banglabert)
938868	None	cascade_cv(banglabert->banglabert)
675732	None	cascade_cv(banglabert->banglabert)
482546	None	cascade_cv(banglabert->banglabert)
675440	None	cascade_cv(banglabert->banglabert)
115168	None	cascade_cv(banglabert->banglabert)
352533	Political Hate	cascade_cv(banglabert->banglabert)
630861	Abusive	cascade_cv(banglabert->banglabert)
768879	Abusive	cascade_cv(banglabert->banglabert)
882539	None	cascade_cv(banglabert->banglabert)
558518	None	cascade_cv(banglabert->banglabert)
937312	None	cascade_cv(banglabert->banglabert)
422059	None	cascade_cv(banglabert->banglabert)
416662	None	cascade_cv(banglabert->banglabert)
632696	Abusive	cascade_cv(banglabert->banglabert)
203962	None	cascade_cv(banglabert->banglabert)
857709	None	cascade_cv(banglabert->banglabert)
793617	Abusive	cascade_cv(banglabert->banglabert)
486353	None	cascade_cv(banglabert->banglabert)
635854	None	cascade_cv(banglabert->banglabert)
84223	None	cascade_cv(banglabert->banglabert)
150930	None	cascade_cv(banglabert->banglabert)
156149	None	cascade_cv(banglabert->banglabert)
772243	Political Hate	cascade_cv(banglabert->banglabert)
644418	None	cascade_cv(banglabert->banglabert)
723392	Political Hate	cascade_cv(banglabert->banglabert)
717266	None	cascade_cv(banglabert->banglabert)
75367	None	cascade_cv(banglabert->banglabert)
398304	None	cascade_cv(banglabert->banglabert)
350619	None	cascade_cv(banglabert->banglabert)
633361	Abusive	cascade_cv(banglabert->banglabert)
545400	None	cascade_cv(banglabert->banglabert)
184710	Religious Hate	cascade_cv(banglabert->banglabert)
126450	None	cascade_cv(banglabert->banglabert)
157874	Abusive	cascade_cv(banglabert->banglabert)
268695	None	cascade_cv(banglabert->banglabert)
443262	Profane	cascade_cv(banglabert->banglabert)
405050	Abusive	cascade_cv(banglabert->banglabert)
475199	None	cascade_cv(banglabert->banglabert)
909906	None	cascade_cv(banglabert->banglabert)
619424	Profane	cascade_cv(banglabert->banglabert)
338317	Political Hate	cascade_cv(banglabert->banglabert)
208842	Abusive	cascade_cv(banglabert->banglabert)
297713	Political Hate	cascade_cv(banglabert->banglabert)
198549	Political Hate	cascade_cv(banglabert->banglabert)
240451	None	cascade_cv(banglabert->banglabert)
432313	None	cascade_cv(banglabert->banglabert)
556009	Profane	cascade_cv(banglabert->banglabert)
291078	None	cascade_cv(banglabert->banglabert)
647866	None	cascade_cv(banglabert->banglabert)
885374	Abusive	cascade_cv(banglabert->banglabert)
149363	None	cascade_cv(banglabert->banglabert)
169573	None	cascade_cv(banglabert->banglabert)
456507	Abusive	cascade_cv(banglabert->banglabert)
589233	None	cascade_cv(banglabert->banglabert)
112377	None	cascade_cv(banglabert->banglabert)
831724	Abusive	cascade_cv(banglabert->banglabert)
5407	None	cascade_cv(banglabert->banglabert)
15943	Political Hate	cascade_cv(banglabert->banglabert)
741246	None	cascade_cv(banglabert->banglabert)
61405	None	cascade_cv(banglabert->banglabert)
915869	None	cascade_cv(banglabert->banglabert)
511267	None	cascade_cv(banglabert->banglabert)
1471	None	cascade_cv(banglabert->banglabert)
367605	Abusive	cascade_cv(banglabert->banglabert)
174842	Abusive	cascade_cv(banglabert->banglabert)
137391	None	cascade_cv(banglabert->banglabert)
840729	None	cascade_cv(banglabert->banglabert)
416127	Profane	cascade_cv(banglabert->banglabert)
330333	Abusive	cascade_cv(banglabert->banglabert)
670421	None	cascade_cv(banglabert->banglabert)
242499	Abusive	cascade_cv(banglabert->banglabert)
144117	None	cascade_cv(banglabert->banglabert)
639424	Abusive	cascade_cv(banglabert->banglabert)
394368	Religious Hate	cascade_cv(banglabert->banglabert)
291259	Abusive	cascade_cv(banglabert->banglabert)
142509	None	cascade_cv(banglabert->banglabert)
226408	Profane	cascade_cv(banglabert->banglabert)
486351	None	cascade_cv(banglabert->banglabert)
865343	None	cascade_cv(banglabert->banglabert)
490548	Abusive	cascade_cv(banglabert->banglabert)
430804	None	cascade_cv(banglabert->banglabert)
292631	None	cascade_cv(banglabert->banglabert)
399708	None	cascade_cv(banglabert->banglabert)
62074	None	cascade_cv(banglabert->banglabert)
277817	None	cascade_cv(banglabert->banglabert)
451449	None	cascade_cv(banglabert->banglabert)
937837	None	cascade_cv(banglabert->banglabert)
69996	Political Hate	cascade_cv(banglabert->banglabert)
472779	None	cascade_cv(banglabert->banglabert)
593869	Political Hate	cascade_cv(banglabert->banglabert)
113374	None	cascade_cv(banglabert->banglabert)
295098	None	cascade_cv(banglabert->banglabert)
688164	None	cascade_cv(banglabert->banglabert)
754307	Religious Hate	cascade_cv(banglabert->banglabert)
185344	Abusive	cascade_cv(banglabert->banglabert)
206819	None	cascade_cv(banglabert->banglabert)
776128	Religious Hate	cascade_cv(banglabert->banglabert)
438265	None	cascade_cv(banglabert->banglabert)
586064	None	cascade_cv(banglabert->banglabert)
588534	None	cascade_cv(banglabert->banglabert)
863686	None	cascade_cv(banglabert->banglabert)
694501	Abusive	cascade_cv(banglabert->banglabert)
97900	None	cascade_cv(banglabert->banglabert)
166900	None	cascade_cv(banglabert->banglabert)
109971	None	cascade_cv(banglabert->banglabert)
497464	None	cascade_cv(banglabert->banglabert)
376477	None	cascade_cv(banglabert->banglabert)
65718	None	cascade_cv(banglabert->banglabert)
784043	Abusive	cascade_cv(banglabert->banglabert)
702897	None	cascade_cv(banglabert->banglabert)
352371	None	cascade_cv(banglabert->banglabert)
52223	None	cascade_cv(banglabert->banglabert)
131128	None	cascade_cv(banglabert->banglabert)
13831	Abusive	cascade_cv(banglabert->banglabert)
148597	None	cascade_cv(banglabert->banglabert)
60602	Abusive	cascade_cv(banglabert->banglabert)
752509	Abusive	cascade_cv(banglabert->banglabert)
730085	None	cascade_cv(banglabert->banglabert)
625048	None	cascade_cv(banglabert->banglabert)
541629	Abusive	cascade_cv(banglabert->banglabert)
895206	Abusive	cascade_cv(banglabert->banglabert)
725993	None	cascade_cv(banglabert->banglabert)
296053	None	cascade_cv(banglabert->banglabert)
240086	None	cascade_cv(banglabert->banglabert)
106374	Political Hate	cascade_cv(banglabert->banglabert)
2358	None	cascade_cv(banglabert->banglabert)
655996	None	cascade_cv(banglabert->banglabert)
2640	Political Hate	cascade_cv(banglabert->banglabert)
583695	Abusive	cascade_cv(banglabert->banglabert)
740126	Abusive	cascade_cv(banglabert->banglabert)
116038	Abusive	cascade_cv(banglabert->banglabert)
839438	Abusive	cascade_cv(banglabert->banglabert)
216777	Abusive	cascade_cv(banglabert->banglabert)
717153	None	cascade_cv(banglabert->banglabert)
628314	Profane	cascade_cv(banglabert->banglabert)
49560	Abusive	cascade_cv(banglabert->banglabert)
484546	None	cascade_cv(banglabert->banglabert)
411292	Profane	cascade_cv(banglabert->banglabert)
739397	Abusive	cascade_cv(banglabert->banglabert)
33049	None	cascade_cv(banglabert->banglabert)
234943	Abusive	cascade_cv(banglabert->banglabert)
85567	None	cascade_cv(banglabert->banglabert)
898840	None	cascade_cv(banglabert->banglabert)
110149	Abusive	cascade_cv(banglabert->banglabert)
928802	Profane	cascade_cv(banglabert->banglabert)
65232	None	cascade_cv(banglabert->banglabert)
609733	Abusive	cascade_cv(banglabert->banglabert)
607110	None	cascade_cv(banglabert->banglabert)
656146	None	cascade_cv(banglabert->banglabert)
122819	None	cascade_cv(banglabert->banglabert)
924773	Abusive	cascade_cv(banglabert->banglabert)
855239	None	cascade_cv(banglabert->banglabert)
455140	None	cascade_cv(banglabert->banglabert)
172685	Political Hate	cascade_cv(banglabert->banglabert)
705941	None	cascade_cv(banglabert->banglabert)
317297	None	cascade_cv(banglabert->banglabert)
637876	Political Hate	cascade_cv(banglabert->banglabert)
198449	None	cascade_cv(banglabert->banglabert)
822721	Abusive	cascade_cv(banglabert->banglabert)
347419	None	cascade_cv(banglabert->banglabert)
503146	None	cascade_cv(banglabert->banglabert)
601962	Profane	cascade_cv(banglabert->banglabert)
847061	Profane	cascade_cv(banglabert->banglabert)
449847	None	cascade_cv(banglabert->banglabert)
266272	None	cascade_cv(banglabert->banglabert)
579593	Abusive	cascade_cv(banglabert->banglabert)
696370	None	cascade_cv(banglabert->banglabert)
282600	None	cascade_cv(banglabert->banglabert)
901656	None	cascade_cv(banglabert->banglabert)
348015	None	cascade_cv(banglabert->banglabert)
436616	None	cascade_cv(banglabert->banglabert)
257730	Political Hate	cascade_cv(banglabert->banglabert)
662170	None	cascade_cv(banglabert->banglabert)
385756	None	cascade_cv(banglabert->banglabert)
359726	None	cascade_cv(banglabert->banglabert)
660956	None	cascade_cv(banglabert->banglabert)
767839	None	cascade_cv(banglabert->banglabert)
104694	None	cascade_cv(banglabert->banglabert)
939708	Abusive	cascade_cv(banglabert->banglabert)
918343	None	cascade_cv(banglabert->banglabert)
169088	None	cascade_cv(banglabert->banglabert)
559219	Political Hate	cascade_cv(banglabert->banglabert)
313940	Profane	cascade_cv(banglabert->banglabert)
156518	None	cascade_cv(banglabert->banglabert)
475465	Political Hate	cascade_cv(banglabert->banglabert)
796521	None	cascade_cv(banglabert->banglabert)
340667	None	cascade_cv(banglabert->banglabert)
871730	None	cascade_cv(banglabert->banglabert)
526989	None	cascade_cv(banglabert->banglabert)
2000	Profane	cascade_cv(banglabert->banglabert)
770360	None	cascade_cv(banglabert->banglabert)
97016	None	cascade_cv(banglabert->banglabert)
759827	None	cascade_cv(banglabert->banglabert)
121027	None	cascade_cv(banglabert->banglabert)
398334	None	cascade_cv(banglabert->banglabert)
88547	Abusive	cascade_cv(banglabert->banglabert)
388063	Abusive	cascade_cv(banglabert->banglabert)
584267	None	cascade_cv(banglabert->banglabert)
199146	None	cascade_cv(banglabert->banglabert)
862801	None	cascade_cv(banglabert->banglabert)
663203	None	cascade_cv(banglabert->banglabert)
384078	None	cascade_cv(banglabert->banglabert)
674707	None	cascade_cv(banglabert->banglabert)
248801	None	cascade_cv(banglabert->banglabert)
434904	None	cascade_cv(banglabert->banglabert)
892832	Political Hate	cascade_cv(banglabert->banglabert)
849635	None	cascade_cv(banglabert->banglabert)
357655	None	cascade_cv(banglabert->banglabert)
38822	Abusive	cascade_cv(banglabert->banglabert)
15868	None	cascade_cv(banglabert->banglabert)
92875	None	cascade_cv(banglabert->banglabert)
881948	None	cascade_cv(banglabert->banglabert)
930602	None	cascade_cv(banglabert->banglabert)
297212	None	cascade_cv(banglabert->banglabert)
720687	None	cascade_cv(banglabert->banglabert)
129760	None	cascade_cv(banglabert->banglabert)
195054	Political Hate	cascade_cv(banglabert->banglabert)
109394	None	cascade_cv(banglabert->banglabert)
869427	None	cascade_cv(banglabert->banglabert)
916439	Profane	cascade_cv(banglabert->banglabert)
137360	None	cascade_cv(banglabert->banglabert)
617422	None	cascade_cv(banglabert->banglabert)
78119	Abusive	cascade_cv(banglabert->banglabert)
723502	None	cascade_cv(banglabert->banglabert)
478562	Abusive	cascade_cv(banglabert->banglabert)
